post_id,comment_id,comment_text,lang
B4,31666,pretty  😍  🔥,en
B4,31668,beautiful  😍  💯  😘,en
B4,31670,oh KIM 👁 ️ 🍯  👁 ️ 🐝  🍊  🍊  🍊  👏  🏾  ☝  🏾  🌪 ️ 🌪 ️ 🌪 ️ 🕺  🏾,most_emoji
B4,31683,supporting genocide and pedophilia.  cancelkimkardashian,en
B4,31684,what eyes,en
B4,31685,looks like an anus,en
B4,31689,❤ ️ 🤍  💙  🤎  💛  🖤  💚  🧡  💜  💖,most_emoji
B4,31692,100% dressing like her too,en
B4,31693,😍  ✨  🫶,most_emoji
B4,31694,😘  1/4,most_emoji
B4,31695,why her mirror reflection looks like kylie,en
B4,31698,O kim you are my dream  ❤ ️ really  🙌 I am from india you are very beautiful very gorgeous in the world I love you  ❤  🥰,en
B4,31700,oh yeah i love you,en
B4,31702,obbssessedddd yayyyy been waiting for this  🥹  🥹  🙌  🏼  🙌  🏼  🙌  🏼,en
B4,31707,🤮  🤮  🤮,most_emoji
B4,31708,brand ambassador for an awful company. you definitely have zero morals.,en
B4,31715,IM SO EXCITED I NEED THIS!!!!,en
B4,31716,is it this way or is it that way? both are gorgeous!  ❤ ️ 👏  🔥  😍  😍  😍,en
B4,31717,KIM SWEETIE YOURE LOOKING AMAZING THESE DAYS,en
B4,31720,beautiful  💍  ❤ ️,en
B4,31723,shes now acting like bianca,en
B4,31725,🐍   🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍,most_emoji
B4,31726,💫  💫  💫  💫  💫  💫  💫,most_emoji
B4,31729,🙏  🏿  😍,most_emoji
B4,31730,kim!  💕  💕  💕  💕  💕  💕  💕  💕  💕  💕  💕  💕  💕  💕  💕  💕  💕,most_emoji
B4,31732,are people really asleep?,en
B4,31733,lip liner or 'lectricity' bills... 🤔 ...get real 🙄,en
B4,31735,sign me to skims?  help others get a job.,en
B4,31736,🇹🇷 💩  🚽  🗑 ️ 🤮,most_emoji
B4,31737,i think you are absolutely gorgeous! ❤ ️ ❤ ️ ❤ ️,en
B4,31738,we want contour sticks asap too please  🙏  🏾  tysm  😁,en
B4,31739,❤ ️‍ 🔥  🌍  🌹  🔮  🔮  🧡  🎾  ❤ ️‍ 🩹  🧶  🧶  🔥  ❤ ️ ❤ ️ 🟣  💖  🌉  🎱  🌺  🌺  💚  🥮  🥮  🌳  💘  Ⓜ ️ 🏵 ️ 🥉  🥉  🩷  💐  🌺  🍇  😄  💛  💛  🥗  🪀  💐  🌳  🌳  💖  🎾  🧡  🟣  🟣  🥮  🩷  🩷  💛  🥗  💛  💚  ❤ ️ 🔮  🌹  🔥  🔥  🌺  🌺  🏵 ️ 😄  🍇  Ⓜ ️ 🎱  🧶  🌍  🥉  🥮  🥮  🩷  🏵 ️ 🌺,most_emoji
B4,31744,hoping for realistic images to choose shades! you rock kim  ❤ ️ happy for you,en
B4,31745,so cute kim  😘 ⚘ ❤  ⭐,en
B4,31747,so freaking gorgeous,en
B4,31748,👏  👏  👏  ⚽ ️ ❤  ❤  ❤ 🇧🇷🇧🇷🇧🇷,most_emoji
B4,31752,love you very much  🧡  🙏  🏻,en
B4,31756,pretty always 😍,en
B4,31757,she got the eyes she got the lips somebody daughter straight to the top  ❤ ️ 👏,en
B4,31758,❤ ️ 🔥  ❤ ️ 🔥,most_emoji
B4,31763,👑  👑,most_emoji
B4,31764,looking  gorgeous  kim  😍  👌  🔥  💞,en
B4,31765,sell out pathetic,en
B4,31766,beautiful women,en
B4,31769,beautiful  ❤ ️ 😍  😍 siganme,en
B4,31770,⭐ ️ ⭐ ️,most_emoji
B4,31771,🩵  💘  🌉  ❤ ️‍ 🩹  ❤ ️‍ 🔥  🌍  🧶  🎱  🎱  Ⓜ ️ 🍇  😄  🏵 ️ 🌺  🌺  🔥  🌹  🔮  ❤ ️ ❤ ️ 💚  💚  🥉  💛  🥗  🩷  🥮  🥮  🟣  🧡  💖  💖  💖  🌳  🌳  🪀  🥗  💛  😄  😄  😄  🍇  🩵  💘  Ⓜ ️ 🏵 ️ 🏵 ️ 🥉  🩷  💐  🌳  🥮  🥮  💚  💚  🌺  🎱  🌉  ❤ ️‍ 🩹  🧶  🧶  🔥  ❤ ️ ❤ ️ 🟣  💖  🎾  🧡  🧡  🔮  🌹  🌹  🌍  ❤ ️‍ 🔥  ❤ ️‍ 🔥  ❤ ️‍ 🩹  ❤ ️‍ 🩹  🌉  💘  🍇  Ⓜ ️ 🎱  🎱  🧶  🌍  🌹  🔥  🔥  🌺  🏵 ️ 🏵 ️ 😄  💛  🥉  🥉  💚  ❤ ️ 🔮  🔮  🧡  🟣  🟣  🥮  🥮  🩷  🥗  🩷  🪀,most_emoji
B4,31775,😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍,most_emoji
B4,31776,👅  💦  💦  💦,most_emoji
B4,31777,look at you  🤣  🤣  🤣  😂,en
B4,31778,comevon work or regret destroy your kids eated your soul  😭  😭  😭,en
B4,31780,❤ ️ ❤ ️ ❤ ️ ❤ ️ beautiful  😍  😍,en
B4,31783,im so excited!!!,en
B4,31786,"the nazi-israeli occupation army ran over a caravan, including in it, and walked on the family that inhabited it three times. the brother and father were martyred, and the younger sister remained, telling what happened with teary red eyes as a result of an explosion in the tear vessels. the picture is in the story for those who do not believe this crime, go and see",en
B4,31795,fool eated your soul your dogs horses eated your soul YOUR HORSE EA TEEED YOU loook at you  🤣  🤣  🤣  😂,en
B4,31800,cool 🌈,en
B4,31811,simply beautiful  🤍  🤎,en
B4,31821,you are with the worst people and you know who they are sick and you got kids very classy  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮 . KNOW YOUR WORTH,en
B4,31824,last picture is chicago all day,en
B4,31826,you are a beautiful masterpiece  💗,en
B4,31827,wow nice you I love you baby  💟  ⭐  💟  ⭐  💟  ⭐  💟  ⭐  💟  ⭐  💟  ⭐  💟  ⭐  💟  ⭐  💟,en
B4,31834,love u boo boo,en
B4,31837,I feel like she’s been trying to look more like bianca censori lately,en
B4,31838,lovely stuff baby  👶,en
B4,31840,you are very very beautiful,en
B4,31845,"lovely, kimberly!",en
B4,31848,honey ..,en
B4,31851,longevity is going into vegas your not!,en
B4,31852,dàmñ sexy'  🍭  🖤  👀  👑,en
B4,31857,💋  💋  💋  💋  💋,most_emoji
B4,31859,🇦🇲 ❤ ️🇦🇲 ❤ ️🇦🇲 ❤ ️🇦🇲 ❤ ️,most_emoji
B4,31860,😍  ❤  🤤,most_emoji
B4,31864,🤎  🤎  🤎  🤎  🤎  🤎  🤎,most_emoji
B4,31865,can’t cope with the excitement,en
B4,31866,📸  🤓  ✨  💫  ✅,most_emoji
B4,31869,the queen of queens looking beautiful  😘  😍  ❤ ️ 💣  🔥,en
B4,31870,stunning 😍  😍,en
B4,31872,you look gorgeous  😍,en
B4,31874,being a billionaire sell out smh,en
B4,31875,beautiful  😘  😘  😘,en
B4,31878,😍  😍  😍  ❤ ️ ❤ ️ ❤ ️ ❤ ️,most_emoji
B4,31880,💗  💕,most_emoji
B4,31881,📸  🖤  🔥,most_emoji
B4,31883,sexy ❤ ️,en
B4,31884,how many makeup brands can someone possibly launch?,en
B4,31888,my most beautiful journey was to your heart.... 💘,en
B4,31894,you are very beautiful  😍  😍,en
B4,31896,🌈  💋  🫶,most_emoji
B4,31898,always beauty  ❤ ️ ❤ ️ ❤ ️,en
B4,31900,I just wanna spend some of your money hangout have good time and go back home to my family  🤷  🏾 ‍ ♂ ️ true post 💯,en
B4,31903,🤮  🤮  🤮  🤮  🤮  🤮  🤢  🤢  🤢  🤢  🤢,most_emoji
B4,31905,beautiful and gorgeous woman and pretty eyes and lips,en
B4,31912,🙌  🙌  🙌  🙌  🙌  🙌  🙌  🙌  🙌  🙌  🙌  🙌  🙌,most_emoji
B4,31916,👌  🙄  💕  🔥,most_emoji
B4,31918,🙂  ❤  🙂,most_emoji
B4,31921,ugh so good 😍,en
B4,31926,💫  👑  💫  YOU ARE THE QUEEN,en
B4,31927,girllll  🔥  🔥  🔥,en
B4,31928,pretty girl  ❤ ️‍ 🔥  💥  💥  💥,en
B4,31931,you are an alluring angel of beauty 😍,en
B4,31932,gorgeous as always  👌  🏽,en
B4,31933,🎶  🎶  🎶  🎶  🎇  🎇  🎇  🎇  🏆  🏆  🏆  🏆,most_emoji
B4,31934,so beautiful kim  🤍  🪽,en
B4,31936,😍  😘  💋  🍬,most_emoji
B4,31939,💋  💋  💋  🔥  🔥  🔥  🌹  👍  👌  👌  👌  🖤  🔥  💯  👌,most_emoji
B4,31941,🔥  🔥  🔥  👏  👏  👏  ❤ ️ ❤ ️ ❤ ️,most_emoji
B4,31950,🔥  👍,most_emoji
B4,31951,I LOVE YOU SO MUCH!!!  😍  ❤ ️,en
B4,31953,beautiful photos  🥰  🥰  🥰  💋,en
B4,31959,beautiful and gorgeous woman and beautiful skin,en
B4,31962,aww kim  🔥  🔥  😍  ❤ ️so appealing senseous glamorous  😍  🔥  ❤ ️,en
B4,31972,and us 💋,en
B4,31973,🤓  🤓,most_emoji
B4,31974,crossing my fingers and manifesting to the universe you’ll bring back your crystal perfumes 😭  🙏,en
B4,31977,omg  ❤ ️ ❤ ️ 🔥,en
B4,31978,beautiful pictures  🔥  🔥  🔥  🔥  🔥  🔥,en
B4,31983,oh how I’ve missed the “kkw” era aesthetics  😍  so glad it’s back!!!!!,en
B4,31986,"kim, you're so perfection  😍",en
B4,32000,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ pretty brown eyes,en
B4,32003,👄,most_emoji
B5,32009,indian style shit,en
B5,32012,😕  🙁  ☹ ️ 😡  😡  😡  😡  😡,most_emoji
B5,32013,I seen that mmm ily ur soo fkn beautiful damn got a nigga in love this makes me want u tuff grrrr,en
B5,32017,👌  😊  me think,en
B5,32020,you ain’t perfect I thought you were  😂,en
B5,32021,"kimberly, nobody cares. we want to know when your perfume is coming back",en
B5,32022,when you use indian toilet 🤣,en
B5,32024,it sounds like kim is a fantastic woman – a highly skilled and creative entrepreneur with a heart of gold. she deserves all the success!,en
B5,32034,L love  👅  👅,en
B5,32037,😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂,most_emoji
B5,32038,tatti kyu bethi hoo,en
B5,32040,💨  💨  💨  💨  💨  💨  💨  💨  🤣  🤣  🤣  🤣  🤣,most_emoji
B5,32043,😍  🔥  😍  🔥  🔥  😍 🇩🇴🇩🇴 🍓  🍓  🔥  🔥  🔥,most_emoji
B5,32045,anger suits you trust me. staring at her page you're doing nothing  😂  😂  😂  😂  😂  😂,en
B5,32046,are you property?,en
B5,32047,never got that pose. never will.,en
B5,32052,it's your implants causing the psoriasis flare up,en
B5,32055,guys you really think she do nothing? she has 4 kids is in business every day and make so much social media and sport and jetted von one place to another. she works harder than a bankmanager.,en
B5,32058,give her pot (lota),en
B5,32061,the toes so far into the slippers  😭,en
B5,32062,🔥  🔥  🔥  🔥  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,most_emoji
B5,32063,lovetodoitwithyoubaby,en
B5,32067,watch room nai 🙂,en
B5,32068,outside the park lot behind the club after drinking to much  😁,en
B5,32069,absolutely gorgeous  👍,en
B5,32070,huh? I'm sorry but kim actually works very hard and has for may years.  anyone with a brain knows that.,en
B5,32071,my heart  ❤ ️ skips like a scratched record when see you afraid of not getting the play I need,en
B5,32079,🌪 ️ 🌥 ️ 🔥,most_emoji
B5,32080,I now understand why bianca is always naked on street  😂,en
B5,32083,call me if you need a sugar baby,en
B5,32085,you are so cute and beautiful and we can make a cute couple yes  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  👏  👏  👏  👏  👏  👏  👏  👏  👏  👏  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,en
B5,32089,🔥  🔥  🔥  🙌,most_emoji
B5,32091,lagta h bechari khet m hag rahi hogi aur kisi ne photo leke background hata di....  😂  😂,en
B5,32096,I would love to see your heart.we sure have seen all that foes not matter..,en
B5,32099,lol she’s back at it  🤭,en
B5,32101,❤ ️ 🔥  😍  👏  please !,en
B5,32102,fashion become weird  😂,en
B5,32104,letring pose,en
B5,32105,☺ ️ ☺ ️ ☺ ️ ☺ ️ ☺ ️,most_emoji
B5,32107,"poopy-di scoop
scoop-diddy-whoop
whoop-di-scoop-di-poop
poop-di-scoopty
scoopty-whoop
whoopity-scoop, whoop-poop  🚽  💩",en
B5,32111,mystery lady. what you got cooked. honey,en
B5,32112,❤ ️ 😍  😂,most_emoji
B5,32114,look at those weird toes! 🤢  😂,en
B5,32115,oh boy…  🙄  🙄  are we gonna hear some new toe digits again,en
B5,32119,why?,en
B5,32127,iwanyou,en
B5,32130,humankind’s decrepitude  💩  💩  💩  💩,en
B5,32149,woah the negativity! these people need therapy.,en
B5,32150,you have loads of money go buy a toilet girl!!,en
B5,32153,😂  😂  😂  😂  i was about to say the same  😂  😂,en
B5,32162,why so constipated?  😂,en
B5,32163,put on some panties woman,en
B5,32169,this is a shitty picture of her. it happens.,en
B5,32176,go make use of the toilet  🚽  😂  😂,en
B5,32184,sam the king,en
B5,32186,brocken last record,en
B5,32187,thats nice shot 😍,en
B5,32188,where is the world heading too?,en
B5,32191,WHEN YOUR IN THE WOODS,en
B5,32197,miss you and can’t wait to reunite and get to know you on a whole different level  🔥  ❤ ️   blessed disabilityawareness helpmate entrepreneur whatcantyoudo,en
B5,32198,where is ur toilet. U sitting without toilet  😂,en
B5,32199,doing potty .,en
B5,32202,🤍  🤎,most_emoji
B5,32207,"this shoot is a stretch, even for this family.",en
B5,32208,I was thinking the same thing,en
B5,32210,you not even the fart   😂  😂,en
B5,32211,💀,most_emoji
B5,32212,it looks like you’re naked as usual kim lol go put some pants and stand up. shame on the photographer for making you pose this way,en
B5,32213,her youngest girl looks identical to her,en
B5,32215,you in washroom,en
B5,32218,my dirty mind trying to go in front of that picture  😭  😭  💀,en
B5,32219,why does kim try to dress like bianca?  🙃,en
B5,32220,the best version of our selves,en
B5,32223,chootya,en
B5,32226,I love me some kim.  😂  😂,en
B5,32231,that’s the china squat,en
B5,32232,omg u look so stupid kim,en
B5,32234,hello lovely queen  👸,en
B5,32236,is she naker?,en
B5,32240,love you very much  🧡  🖤  🧡,en
B5,32242,ugh too over priced,en
B5,32243,thank u for visiting louisiana,en
B5,32244,I been busy working da new earth in da spritual realm,en
B5,32246,looks like she’s going to the bathroom,en
B5,32248,you’re so vain!,en
B5,32250,congratulations queen!  🔥,en
B5,32251,way too much izempic. you can tell by her eyes and her clavicle bones protruding. yech!,en
B5,32253,can ladies show me love here 😍,en
B5,32254,she sitting like she’s pooping,en
B5,32256,it’s feet pics for travis,en
B5,32262,I know right? everyone knows kim K is famous for her home movie,en
B5,32264,is she shitting a big piece  😳 ?,en
B5,32267,I hate her toes,en
B5,32268,what I have to say know?  😃  😃,en
B5,32270,saddest picture I have ever seen from YOU!,en
B5,32271,entitled nutty buddy alert!,en
B5,32274,well done queen.... 😍  🥂  😍  🥂  😍  🥂  😍,en
B5,32275,she is pooping  💩,en
B5,32276,"what happened to this insane world!!!!!!!!!
just why this cheapness!!!!!",en
B5,32277,put pants on!! you are a mother,en
B5,32285,okay who is that camera man 🤣  🤣  🤣,en
B5,32286,anyone who continues to support anything this woman does is guilty by association  😢,en
B5,32289,who's we all..ogun dey kill U ?,en
B5,32292,"she still bad, y’all just mad y’all asses broke",en
B5,32294,hot momma 🔥,en
B5,32295,🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍,most_emoji
B5,32303,🚻  🟤  🟤  🟤,most_emoji
B5,32305,really? unnecessary post,en
B5,32308,it looks like you're taking  💩,en
B5,32310,this is a fact .,en
B5,32313,🎶  💩  there it is 🎶,en
B5,32315,are you taking a  💩 ?,en
B5,32316,hi all ! I'm dj and I need help whit some flw  👏  👏  👏  thank you so much !,en
B5,32317,you can clearly see she’s sitting shit face,en
B5,32318,what’s the faz kim??? 😂  😂  😂  😂,en
B5,32321,just taking a poop in the woods,en
B5,32323,💩  💩  💩  😂  😂  😂,most_emoji
B5,32325,👏  👏  👏  ❤ ️ ❤ ️ ❤ ️🇧🇷🇧🇷,most_emoji
B5,32327,just taking a pretty poo poo pose  😂,en
B5,32329,anyone indian here?  😂  😂  😂  😂  😂,en
B5,32330,what a load of kartrashian krap 💩  💩 !,en
B5,32333,you look younger  wow ❤ ️,en
B5,32334,she waiting for come on her face,en
B5,32337,if she is doing this for likes... then she should post front facing pose.  facts.,en
B5,32338,what are you doing ? 😂,en
B5,32342,she’s pooping,en
B5,32348,💩  but make it “fashion”,en
B5,32356,such a beautiful human  🥰,en
B5,32361,💩   💩   💩   💩,most_emoji
B5,32362,girl check dm put me on the pr list please,en
B5,32363,very cheap,en
B5,32369,the oldest way to make some shit  😂,en
B5,32372,spread the legs 😍  🔥,en
B5,32373,she still got weird toes after all that money  😂,en
B5,32378,😍  😍  🔥  🔥  ❤ ️ ❤ ️ 👏,most_emoji
B5,32381,your pose..,en
B5,32382,🚽,most_emoji
B5,32386,😍  😍 this is cute,en
B5,32388,love this!!,en
B5,32393,when the veins of shame are broken  😂,en
B5,32396,why is shit on the floor???,en
B5,32397,"get money by nothing, new style poop style",en
B5,32398,"taking a poop, i bet, that's the dumpest photo I've ever seen",en
B5,32404,exactly what I thought,en
B5,32405,looks like it,en
B5,32407,picture when you wanna poop,en
B5,32408,oh” crap  💩,en
B5,32409,🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️,most_emoji
B5,32410,if as amazing as your push up bras- just sayin……,en
B5,32411,beautiful wow ❤ ️ 🔥  😍  😮  😮,en
B5,32412,🐍  🐍  🐍  🐍  🐍  🐍  🐍  🫶,most_emoji
B5,32415,❤ ️ ❤ ️ ❤ ️ 🔥  🔥  🔥  🔥  🔥,most_emoji
B5,32418,🔥  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️,most_emoji
B5,32419,what are you talking about she’s SQUATTING  😂,en
B5,32424,you doing a 2  😂,en
B5,32425,literally same. I zoomed in even  😂  😂,en
B5,32428,on the loo,en
B5,32429,soooo pretty,en
B5,32430,is she peeing?,en
B5,32437,you forgot  🩳,en
B5,32440,never mind the toe how come her skins a different colour at the bottom of her tee shirt ….photo shopping again  🤷 ‍ ♀ ️,en
B5,32443,nice buns for a model lol,en
B5,32444,-right!!!!!!!!,en
B5,32450,🐸  🐸  🐸  🐸  🤣,most_emoji
B5,32454,"hi, I am youssef from egypt. I work for safari trips in the white desert in the bahariya oasis",en
B5,32456,wish this best lipliners will come back ! 🔥,en
B5,32457,you look like you making  💩  fun,en
B5,32459,2 assuming the position  😂  😂  😂,en
B5,32461,hace pupush  😂    te copio tu foto,en
B5,32465,I love them toes  ❤ ️,en
B5,32471,🔥  🔥  🔥  🔥  🔥  🔥  🔥  make me want to stay home I was there I won't go nowhere while you look sexy as hell,en
B5,32473,in our countries we have WC and going to toilet  🚽,en
B5,32475,well it looks like she is going to take a shit,en
B5,32476,you can't poop there,en
B5,32479,🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍,most_emoji
B5,32488,are you un the toilet? 😂,en
B5,32489,I think she forgot go put her bottoms on...,en
B5,32494,kim!  not becoming!,en
B5,32500,U wanna take a shit or something  😂,en
B5,32502,handsome kimberly  🔮,en
B5,32503,me taking a shit on a roadtrip.,en
B5,32505,beach beach you are beach view  🔥  🔥,en
B5,32507,so over you,en
B5,32508,love your stylist superdani ❤ ️ 🔥,en
B5,32510,OH MY GOODNESS BABY WHAT A TIGHT TRIM 😮  😮  😮  😮  😮  😮  😮  😮  😮  😮  😮  😮,en
B5,32512,FINALLY KIM!! THANK YOU 👏  👏  👏,en
B5,32514,what are you doing pleaaaase are you popping  🤪  🤪  🤪  🤪,en
B5,32516,👏  👏  ❤ ️ ❤ ️,most_emoji
B5,32517,is there a competition between u &  or do u guys share trade secrets  🤔 ...inquiring minds want to know!?,en
B5,32521,cringe,en
B5,32526,doing nothing? she owns like 8 businesses  😂,en
B5,32527,🪪  💩  💩  💩  💩  💩  💩,most_emoji
B5,32533,what is the point of her being in this position LOL,en
B5,32539,finally !!!!!!!!!,en
B5,32542,that mentality is probably why you don’t have that much money,en
B5,32543,me every morning!,en
B5,32544,she the real queen  👑  🌎,en
B5,32550,💩  💩,most_emoji
B5,32551,"such a stupid ad for makeup. girl, we are tired of you!",en
B5,32552,they could never make me hate u  🥹,en
B5,32554,elle fait la caca  💩  ? même la mode part en couille quel intérêt esthétique sur cette photo  😂,en
B5,32558,baby puhpu lanee tha?,en
B5,32559,I love her 😍  ❤ ️,en
B5,32561,is she taking shit or stg 😂,en
B5,32563,this pic is cute  😍  🙌  ❤ ️,en
B5,32565,🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮  🐷  🤮,most_emoji
B5,32567,good luck on the launch happy for you and the family. 👏  ❤ ️,en
B5,32577,this is disturbing on so many levels,en
B5,32579,is this even a style? who is liking her? she has taken it too far… making a joke of herself,en
B5,32580,🤘  👌  👍 🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧 😎  ♥ ️,most_emoji
B5,32581,kim doing potty near railway tracks,en
B5,32587,looks like she’s enjoying it 💩,en
B5,32588,can’t wait  🤩  🤩  🤩  🤩  💋,en
B5,32590,are you pooping?? 💩  🚽  😂,en
B5,32592,don't shoot on the roads. I'm not talking booout shoot,en
B5,32597,🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍,most_emoji
B5,32598,shes so pretty bro,en
B5,32600,stand up lady you´re under arrest!,en
B5,32601,public poop  💩  not allowed  😂,en
B5,32604,I like your slide on slippers  🔥,en
B5,32608,what the f**k is this  😂,en
B5,32610,beauty 😍,en
B5,32617,👏  👏  👏  👏  🔥  🔥  🔥  ❤ ️ ❤ ️ 😍  😍  😍  😍,most_emoji
B5,32622,Y this!!!,en
B5,32623,yawl the ones that made them wealthy now yawl hating on them  😂,en
B5,32624,🤢  🤢  🤢  🤢  🤢,most_emoji
B5,32625,would look amazing in that.  💰,en
B5,32626,paying the judge  💩  💩,en
B5,32629,💩  💩  💩  💩  💩  💩  💩  💩  💩  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮,most_emoji
B5,32630,dekho buu kim er paykhana look,en
B5,32631,automatically knew it was one of you guys before I even looked up at your name,en
B5,32641,what is this,en
B5,32644,she's floating in the air  😱,en
B5,32648,when you just gotta go...,en
B5,32654,she is showing in her pic her life is shitt,en
B5,32658,just fabb  🔥  dear,en
B5,32660,"at a certain point u gotta haang it up, granny in fluff",en
B5,32663,😍  love me  💘,en
B5,32664,so cute I wanna pinch her,en
B5,32667,🔥  🔥  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,most_emoji
B5,32668,"yeah 😂  😂  😂  😂  😂 from russia, moscow with love  🔥  🔥  🔥  🔥",en
B5,32669,who pays to take the poo pics? sign me up because this is hilarious,en
B5,32676,is this art cuz it looks like she's throwing a fsrt.  😂,en
B5,32679,it’s giving bianca censori  👀,en
B5,32683,idk what to say,en
B5,32685,😂  😂  😂 niceeee,en
B5,32688,what photo is this mermaid  😂  😂  🙈  🙈 .,en
B5,32692,surprised she didn’t edit her toes  ❤ ️,en
B5,32696,even throughout her success. I wonder if she’s a bit lonely. I hope she’s okay?,en
B5,32697,who da fuq even are you???,en
B5,32699,thought the same thing  😂,en
B5,32701,lovely pic squatting for a  💩,en
B5,32703,poop is not allowed openly  😂  😂  😂  😂,en
B5,32705,this is how rural indians take shits byw,en
B5,32706,am l the only one who thought for a second she was sitting in the toilet  😂,en
B5,32707,omg l thought the same  😂,en
B5,32710,so a pic of you in a thong and house slippers is showing us the makeup?,en
B5,32716,this is how indian shit,en
B5,32724,are you taking a shit?!,en
B5,32725,is she going to do poop advertise?,en
B5,32729,this is not right,en
B5,32731,most likely  😂  👏,en
B5,32733,forget to unfollow u,en
B5,32738,🐖,most_emoji
B5,32741,is that a bathroom of your white house,en
B5,32747,finally!!!!!! long waiting,en
B5,32748,I think she is sitting in indian toilet.,en
B5,32749,it seems like sitting on indian pot 😂,en
B5,32753,❤ ️ ❤ ️ 😢 sexyvand beautiful,en
B5,32756,",  🚽  🚽",most_emoji
B5,32763,you are not sexy  🖕  🏿  🐒,en
B5,32764,need help to build church in lake los angeles,en
B5,32768,what do you think she puts in her make up  😂,en
B5,32769,she's taking a shit  😂,en
B5,32775,🙄  🙄,most_emoji
B5,32779,💩  💩  💩  💩,most_emoji
B5,32784,where is your pants  😃 ?!,en
B5,32785,in africa this is how to sit in a traditional toilet 🥰,en
B5,32787,promoting indian style,en
B5,32789,don't forget to wash your hands  👐   😂  😂,en
B5,32790,I love u kim kardashian  ❤ ️ ❤ ️ ❤ ️ love from saudi arabia,en
B5,32791,R u constipated?,en
B5,32794,kardashian promoting ancient india times.,en
B5,32797,nobody cares about your drawings.,en
B5,32802,beauty ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥  🔥  🔥  🔥,en
B5,32808,👏  🏽  👏  🏽  👏  🏽  👏  🏽  👏  🏽,most_emoji
B5,32817,"keep a mug of water 💧  on side, to complete the picture 😂",en
B5,32819,💩  💩  💩  💩  💩  💩  💩  💩  💩,most_emoji
B5,32826,are you squatting honey lol 🫶  🏽,en
B5,32827,not a hater but I’ve seen onlyfan nobodys hotter  😂,en
B5,32829,she kinda looks like she's sitting on the toilet  🫢,en
B5,32834,what happened to kkw beauty brand,en
B5,32835,these pics ain't it,en
B5,32837,nudity  😍,en
